Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-05T20:37:53.126436_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T17:25:31.623219_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T17:25:31.623219_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T17:25:31.623219_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:45.721473_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:45.721473_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:45.721473_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:46.136679_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:46.136679_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:46.136679_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:16.487974_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:16.487974_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:16.487974_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:54.849546_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:54.849546_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:54.849546_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:59.587056_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:59.587056_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:59.587056_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:21.920321_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:21.920321_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:21.920321_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:50.953101_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:50.953101_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:50.953101_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:48.027809_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:48.027809_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:48.027809_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:51.606215_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:51.606215_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:51.606215_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:57.375424_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:57.375424_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:57.375424_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:37.644110_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:37.644110_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:37.644110_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:48.692126_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:48.692126_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:48.692126_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:43.577296_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:43.577296_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:43.577296_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:24.560233_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:24.560233_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:24.560233_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:42.247621_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:42.247621_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:42.247621_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T15:38:02.149751_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T15:38:02.149751_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T15:38:02.149751_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T15:53:17.534623_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T15:53:17.534623_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T15:53:17.534623_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-06T15:25:45.625565_77647c42-c888-47e3-8296-6fc452815810)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-06T15:25:45.625565_77647c42-c888-47e3-8296-6fc452815810).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-06T15:25:45.625565_77647c42-c888-47e3-8296-6fc452815810 from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:44.877130_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:44.877130_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:44.877130_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:20.600229_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:20.600229_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:20.600229_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:54.452049_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:54.452049_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:54.452049_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:57.756748_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:57.756748_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:57.756748_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:52.324044_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:52.324044_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:52.324044_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:15.755677_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:15.755677_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:15.755677_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:20.310957_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:20.310957_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:20.310957_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:49.588063_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:49.588063_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:49.588063_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:44:38.164642_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:44:38.164642_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:44:38.164642_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:19.506013_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:19.506013_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:19.506013_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:54.681705_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:54.681705_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:54.681705_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:56.801711_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:56.801711_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:56.801711_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:171)] Processing media for question record (Question ID: 2025-05-04T12:45:23.645901_7465dce6-abcf-4963-92a1-30dd7118c23a)
Quizzer: [21:26:55] [34m[INFO][0m [#2      hasMediaCheck (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:192)] No media found in record (Question ID: 2025-05-04T12:45:23.645901_7465dce6-abcf-4963-92a1-30dd7118c23a).
Quizzer: [21:26:55] [34m[INFO][0m [#2      insertOrUpdateQuestionAnswerPair (package:quizzer/backend_systems/00_database_manager/tables/question_answer_pairs_table.dart:669)] insertOrUpdateQuestionAnswerPair: Updating existing record for question_id 2025-05-04T12:45:23.645901_7465dce6-abcf-4963-92a1-30dd7118c23a from server.
